"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",77,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.3,,
"ESP","Spain","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",62,,
"ESP","Spain","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.4,,
"ESP","Spain","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",25,,
"ESP","Spain","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.9,,
"ESP","Spain","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",34,,
"ESP","Spain","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.1,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",31,,
"ESP","Spain","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.7,,
"ESP","Spain","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",29,,
"ESP","Spain","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.4,,
"SWE","Sweden","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",73,,
"SWE","Sweden","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.7,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",83,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2,,
"SWE","Sweden","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",77,,
"SWE","Sweden","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.6,,
"SWE","Sweden","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",25,,
"SWE","Sweden","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.1,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",50,,
"SWE","Sweden","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.1,,
"SWE","Sweden","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",38,,
"SWE","Sweden","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.2,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",28,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",3.6,,
"CHE","Switzerland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",45,,
"CHE","Switzerland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.5,,
"CHE","Switzerland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",70,,
"CHE","Switzerland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.2,,
"CHE","Switzerland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",53,,
"CHE","Switzerland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.6,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",53,,
"CHE","Switzerland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",4.1,,
"CHE","Switzerland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",75,,
"CHE","Switzerland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.2,,
"CHE","Switzerland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",79,,
"CHE","Switzerland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2,,
"CHE","Switzerland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",73,,
"CHE","Switzerland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.4,,
"TUR","Türkiye","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",52,,
"TUR","Türkiye","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.9,,
"TUR","Türkiye","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",64,,
"TUR","Türkiye","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.9,,
"TUR","Türkiye","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",76,,
"TUR","Türkiye","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",3.2,,
"TUR","Türkiye","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",59,,
"TUR","Türkiye","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.5,,
"TUR","Türkiye","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",37,,
"TUR","Türkiye","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.1,,
"TUR","Türkiye","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",47,,
"TUR","Türkiye","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.4,,
"TUR","Türkiye","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",48,,
"TUR","Türkiye","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",4.3,,
"TUR","Türkiye","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",41,,
"TUR","Türkiye","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.7,,
"GBR","United Kingdom","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",34,,
"GBR","United Kingdom","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",3.1,,
"GBR","United Kingdom","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",53,,
"GBR","United Kingdom","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.9,,
"GBR","United Kingdom","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",69,,
"GBR","United Kingdom","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.9,,
"GBR","United Kingdom","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",57,,
"GBR","United Kingdom","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.5,,
"GBR","United Kingdom","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",30,,
"GBR","United Kingdom","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",3.4,,
"GBR","United Kingdom","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",38,,
"GBR","United Kingdom","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.9,,
"GBR","United Kingdom","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",52,,
"GBR","United Kingdom","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.1,,
"GBR","United Kingdom","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",44,,
"GBR","United Kingdom","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.5,,
"USA","United States","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",52,,
"USA","United States","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",5.7,,
"USA","United States","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",66,,
"USA","United States","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.5,,
"USA","United States","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",80,,
"USA","United States","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.2,,
"USA","United States","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",70,,
"USA","United States","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.6,,
"USA","United States","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",24,,
"USA","United States","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",5.4,,
"USA","United States","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",36,,
"USA","United States","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.9,,
"USA","United States","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",49,,
"USA","United States","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.1,,
"USA","United States","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",41,,
"USA","United States","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2,,
"CHL","Chile","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",19,,
"CHL","Chile","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.6,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",29,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.6,,
"CHL","Chile","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",52,,
"CHL","Chile","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",3.9,,
"CHL","Chile","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",32,,
"CHL","Chile","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.8,,
"CHL","Chile","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",34,,
"CHL","Chile","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.6,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",31,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3,,
"CHL","Chile","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",33,,
"CHL","Chile","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",4.1,,
"CHL","Chile","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",32,,
"CHL","Chile","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2,,
"EST","Estonia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",22,,
"EST","Estonia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",4.2,,
"EST","Estonia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",29,,
"EST","Estonia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.8,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",50,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.3,,
"EST","Estonia","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",37,,
"EST","Estonia","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.4,,
"EST","Estonia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",20,,
"EST","Estonia","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",4.1,,
"EST","Estonia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",29,,
"EST","Estonia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.8,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",49,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.3,,
