"LOCATION","Country","MEA","Overall measure","VAR","Components","POP","Age","SEX","Sex","EDU","Education","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,58.3323249816894,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,64.1444702148438,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,73.7266616821289,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,20.9306869506836,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,25.403154373169,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,24.1561393737793,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,0.64144778251648,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,8.28092765808106,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,4.63163232803345,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,30.0104122161865,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,16.6806564331055,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,19.9029731750488,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,45.8744812011719,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,52.8872184753418,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,64.6228942871094,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,28.4213390350342,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,27.9417572021484,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,23.3398685455322,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,2.20332264900208,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,0.902690589427948,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,1.83678090572357,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.7936611175537,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,17.1936225891113,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,16.253101348877,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,31.1586513519287,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,35.2269592285156,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,41.9900703430176,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,16.2568778991699,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,15.4910688400269,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,13.4604978561401,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,0.506740510463715,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,0.304911494255066,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,1.1800274848938,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,14.6202239990234,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,18.5466175079346,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,17.5495872497559,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,27.9729099273682,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","WOMEN","Women","TP","Total","2010","2010","PC","Percentage","0","Units",,,33.4513397216797,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,40.7065849304199,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,37.3144989013672,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,36.8429298400879,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,32.9084892272949,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,3.44365525245666,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,1.33005130290985,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,2.47351717948914,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,20.1136875152588,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,16.2263469696045,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,15.0407838821411,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,33.4876747131348,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","MEN","Men","TP","Total","2010","2010","PC","Percentage","0","Units",,,36.4963722229004,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,43.0960693359375,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,37.7708892822266,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","15_29","Population 15-29","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,31.0409317016602,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,24.2487297058106,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,5.00750112533569,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","15_29","Population 15-29","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,1.68014514446258,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,0,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,13.9818258285522,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","15_29","Population 15-29","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,15.612003326416,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,11.5222616195679,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,35.5225028991699,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","15_29","Population 15-29","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,42.106143951416,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,45.5795936584473,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,28.649959564209,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","30_49","Population 30-49","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,26.3024044036865,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,24.0129356384277,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,0.892547726631164,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","30_49","Population 30-49","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,0.378366142511368,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,2.59182262420654,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.5519695281982,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","30_49","Population 30-49","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,17.7288818359375,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,15.7117938995361,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,30.0320110321045,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,32.8693923950195,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,41.4263114929199,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,12.0114688873291,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,29.3293724060059,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,21.8280086517334,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,3.77616000175476,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,1.50023674964905,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,1.36622798442841,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,25.1831245422363,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,17.150260925293,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,19.1850624084473,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,29.3066120147705,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2010","2010","PC","Percentage","0","Units",,,35.4805679321289,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,41.3897972106934,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,18.0107536315918,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,19.9404754638672,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.4731178283691,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,19.0476188659668,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,8.87096786499024,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,13.0952377319336,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,42.2042999267578,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,46.4285697937012,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,21.1111106872559,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,19.1693286895752,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,9.44444465637207,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,9.5846643447876,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,8.33333301544189,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,11.1821088790894,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,35.5555572509766,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","WOMEN","Women","TP","Total","2015","2015","PC","Percentage","0","Units",,,43.4504776000977,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,15.1041669845581,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,20.612813949585,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,25,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,27.2980499267578,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,9.375,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,14.7632312774658,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,48.4375,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","MEN","Men","TP","Total","2015","2015","PC","Percentage","0","Units",,,49.0250701904297,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,18.6440677642822,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,26.25,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,15.2542371749878,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,22.5,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,10.1694917678833,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,7.5,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,42.3728828430176,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","15_29","Population 15-29","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,65,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.4418601989746,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,21.9584560394287,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,19.1860466003418,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,19.2878341674805,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,8.13953495025635,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,13.6498517990112,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,43.0232543945312,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,45.1038589477539,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,18.4397163391113,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,15.2941179275513,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,16.3120574951172,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,17.6470584869385,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,9.21985816955566,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,14.1176471710205,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,41.1347503662109,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","50_64","Population 50-64","TP","Total","TP","Total","2015","2015","PC","Percentage","0","Units",,,42.3529396057129,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,29.86767578125,,
"KOR","Korea","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,30.2457466125488,,
"KOR","Korea","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.0132331848144,,
"KOR","Korea","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,47.4480133056641,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,33.9712905883789,,
"KOR","Korea","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,22.0095691680908,,
"KOR","Korea","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,15.7894735336304,,
"KOR","Korea","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","WOMEN","Women","TP","Total","2005","2005","PC","Percentage","0","Units",,,48.8038291931152,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,27.1875,,
"KOR","Korea","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,35.625,,
"KOR","Korea","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.8125,,
"KOR","Korea","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","MEN","Men","TP","Total","2005","2005","PC","Percentage","0","Units",,,46.5625,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,30.3703708648682,,
"KOR","Korea","QWE","Quality of the working environment","1_1_2","Long working hours","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,34.8148155212402,,
"KOR","Korea","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,14.8148145675659,,
"KOR","Korea","QWE","Quality of the working environment","1_2_2","Training and learning","15_29","Population 15-29","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,51.1111106872559,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,27.5229358673096,,
"KOR","Korea","QWE","Quality of the working environment","1_1_2","Long working hours","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,29.3577976226807,,
"KOR","Korea","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,17.737003326416,,
"KOR","Korea","QWE","Quality of the working environment","1_2_2","Training and learning","30_49","Population 30-49","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,49.847095489502,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","50_64","Population 50-64","TP","Total","TP","Total","2005","2005","PC","Percentage","0","Units",,,40.2985076904297,,
